,Category,M+,M-,M-D,MD,MH,MN,TimeFunction,QtyGrid,PriceGrid,QtyPriceFunction,DayGrid,SubsFactor
23,16,0,0,0,1.5,5,6,sigmoid,True,True,nonlinear,30,2
0,17,15.2904041755,0,0,0.2,2,2,sigmoid,True,True,nonlinear,30,2
1,17,16.5878793111,0,0,0.2,2,4,sigmoid,True,True,nonlinear,30,2
2,17,16.5878793111,0,0,0.2,2,6,sigmoid,True,True,nonlinear,30,2
3,17,13.5300614447,0,0,0.5,2,2,sigmoid,True,True,nonlinear,30,2
4,17,16.5878793111,0,0,0.5,2,4,sigmoid,True,True,nonlinear,30,2
5,17,16.5878793111,0,0,0.5,2,6,sigmoid,True,True,nonlinear,30,2
6,17,13.5300614447,0,0,0.8,2,2,sigmoid,True,True,nonlinear,30,2
7,17,16.5878793111,0,0,0.8,2,4,sigmoid,True,True,nonlinear,30,2
8,17,16.5878793111,0,0,0.8,2,6,sigmoid,True,True,nonlinear,30,2
9,17,13.5300614447,0,0,1.5,2,2,sigmoid,True,True,nonlinear,30,2
10,17,16.5878793111,0,0,1.5,2,4,sigmoid,True,True,nonlinear,30,2
11,17,16.5878793111,0,0,1.5,2,6,sigmoid,True,True,nonlinear,30,2
12,17,15.2904041755,0,0,0.2,5,2,sigmoid,True,True,nonlinear,30,2
13,17,16.5878793111,0,0,0.2,5,4,sigmoid,True,True,nonlinear,30,2
14,17,16.5878793111,0,0,0.2,5,6,sigmoid,True,True,nonlinear,30,2
15,17,13.5300614447,0,0,0.5,5,2,sigmoid,True,True,nonlinear,30,2
16,17,16.5878793111,0,0,0.5,5,4,sigmoid,True,True,nonlinear,30,2
17,17,16.5878793111,0,0,0.5,5,6,sigmoid,True,True,nonlinear,30,2
18,17,13.5300614447,0,0,0.8,5,2,sigmoid,True,True,nonlinear,30,2
19,17,16.5878793111,0,0,0.8,5,4,sigmoid,True,True,nonlinear,30,2
20,17,16.5878793111,0,0,0.8,5,6,sigmoid,True,True,nonlinear,30,2
21,17,13.5300614447,0,0,1.5,5,2,sigmoid,True,True,nonlinear,30,2
22,17,16.5878793111,0,0,1.5,5,4,sigmoid,True,True,nonlinear,30,2
23,17,16.5878793111,0,0,1.5,5,6,sigmoid,True,True,nonlinear,30,2
0,2068,0,0,0,0.2,2,2,sigmoid,True,True,nonlinear,30,2
1,2068,0,0,0,0.2,2,4,sigmoid,True,True,nonlinear,30,2
2,2068,0,0,0,0.2,2,6,sigmoid,True,True,nonlinear,30,2
3,2068,0,0,0,0.5,2,2,sigmoid,True,True,nonlinear,30,2
4,2068,0,0,0,0.5,2,4,sigmoid,True,True,nonlinear,30,2
5,2068,0,0,0,0.5,2,6,sigmoid,True,True,nonlinear,30,2
6,2068,0,0,0,0.8,2,2,sigmoid,True,True,nonlinear,30,2
7,2068,0,0,0,0.8,2,4,sigmoid,True,True,nonlinear,30,2
8,2068,0,0,0,0.8,2,6,sigmoid,True,True,nonlinear,30,2
9,2068,0,0,0,1.5,2,2,sigmoid,True,True,nonlinear,30,2
10,2068,0,0,0,1.5,2,4,sigmoid,True,True,nonlinear,30,2
11,2068,0,0,0,1.5,2,6,sigmoid,True,True,nonlinear,30,2
12,2068,0,0,0,0.2,5,2,sigmoid,True,True,nonlinear,30,2
13,2068,0,0,0,0.2,5,4,sigmoid,True,True,nonlinear,30,2
14,2068,0,0,0,0.2,5,6,sigmoid,True,True,nonlinear,30,2
15,2068,0,0,0,0.5,5,2,sigmoid,True,True,nonlinear,30,2
16,2068,0,0,0,0.5,5,4,sigmoid,True,True,nonlinear,30,2
17,2068,0,0,0,0.5,5,6,sigmoid,True,True,nonlinear,30,2
18,2068,0,0,0,0.8,5,2,sigmoid,True,True,nonlinear,30,2
19,2068,0,0,0,0.8,5,4,sigmoid,True,True,nonlinear,30,2
20,2068,0,0,0,0.8,5,6,sigmoid,True,True,nonlinear,30,2
21,2068,0,0,0,1.5,5,2,sigmoid,True,True,nonlinear,30,2
22,2068,0,0,0,1.5,5,4,sigmoid,True,True,nonlinear,30,2
23,2068,0,0,0,1.5,5,6,sigmoid,True,True,nonlinear,30,2
0,2077,0,0,0,0.2,2,2,sigmoid,True,True,nonlinear,30,2
1,2077,0,0,0,0.2,2,4,sigmoid,True,True,nonlinear,30,2
2,2077,0,0,0,0.2,2,6,sigmoid,True,True,nonlinear,30,2
3,2077,0,0,0,0.5,2,2,sigmoid,True,True,nonlinear,30,2
4,2077,0,0,0,0.5,2,4,sigmoid,True,True,nonlinear,30,2
5,2077,0,0,0,0.5,2,6,sigmoid,True,True,nonlinear,30,2
6,2077,0,0,0,0.8,2,2,sigmoid,True,True,nonlinear,30,2
7,2077,0,0,0,0.8,2,4,sigmoid,True,True,nonlinear,30,2
8,2077,0,0,0,0.8,2,6,sigmoid,True,True,nonlinear,30,2
9,2077,0,0,0,1.5,2,2,sigmoid,True,True,nonlinear,30,2
10,2077,0,0,0,1.5,2,4,sigmoid,True,True,nonlinear,30,2
11,2077,0,0,0,1.5,2,6,sigmoid,True,True,nonlinear,30,2
12,2077,0,0,0,0.2,5,2,sigmoid,True,True,nonlinear,30,2
13,2077,0,0,0,0.2,5,4,sigmoid,True,True,nonlinear,30,2
14,2077,0,0,0,0.2,5,6,sigmoid,True,True,nonlinear,30,2
15,2077,0,0,0,0.5,5,2,sigmoid,True,True,nonlinear,30,2
16,2077,0,0,0,0.5,5,4,sigmoid,True,True,nonlinear,30,2
17,2077,0,0,0,0.5,5,6,sigmoid,True,True,nonlinear,30,2
18,2077,0,0,0,0.8,5,2,sigmoid,True,True,nonlinear,30,2
19,2077,0,0,0,0.8,5,4,sigmoid,True,True,nonlinear,30,2
20,2077,0,0,0,0.8,5,6,sigmoid,True,True,nonlinear,30,2
21,2077,0,0,0,1.5,5,2,sigmoid,True,True,nonlinear,30,2
22,2077,0,0,0,1.5,5,4,sigmoid,True,True,nonlinear,30,2
23,2077,0,0,0,1.5,5,6,sigmoid,True,True,nonlinear,30,2
0,2053,0,0,0,0.2,2,2,sigmoid,True,True,nonlinear,30,2
1,2053,0,0,0,0.2,2,4,sigmoid,True,True,nonlinear,30,2
2,2053,0,0,0,0.2,2,6,sigmoid,True,True,nonlinear,30,2
3,2053,0,0,0,0.5,2,2,sigmoid,True,True,nonlinear,30,2
4,2053,0,0,0,0.5,2,4,sigmoid,True,True,nonlinear,30,2
5,2053,0,0,0,0.5,2,6,sigmoid,True,True,nonlinear,30,2
6,2053,0,0,0,0.8,2,2,sigmoid,True,True,nonlinear,30,2
7,2053,0,0,0,0.8,2,4,sigmoid,True,True,nonlinear,30,2
8,2053,0,0,0,0.8,2,6,sigmoid,True,True,nonlinear,30,2
9,2053,0,0,0,1.5,2,2,sigmoid,True,True,nonlinear,30,2
10,2053,0,0,0,1.5,2,4,sigmoid,True,True,nonlinear,30,2
11,2053,0,0,0,1.5,2,6,sigmoid,True,True,nonlinear,30,2
12,2053,0,0,0,0.2,5,2,sigmoid,True,True,nonlinear,30,2
13,2053,0,0,0,0.2,5,4,sigmoid,True,True,nonlinear,30,2
14,2053,0,0,0,0.2,5,6,sigmoid,True,True,nonlinear,30,2
15,2053,0,0,0,0.5,5,2,sigmoid,True,True,nonlinear,30,2
16,2053,0,0,0,0.5,5,4,sigmoid,True,True,nonlinear,30,2
17,2053,0,0,0,0.5,5,6,sigmoid,True,True,nonlinear,30,2
18,2053,0,0,0,0.8,5,2,sigmoid,True,True,nonlinear,30,2
19,2053,0,0,0,0.8,5,4,sigmoid,True,True,nonlinear,30,2
20,2053,0,0,0,0.8,5,6,sigmoid,True,True,nonlinear,30,2
21,2053,0,0,0,1.5,5,2,sigmoid,True,True,nonlinear,30,2
22,2053,0,0,0,1.5,5,4,sigmoid,True,True,nonlinear,30,2
23,2053,0,0,0,1.5,5,6,sigmoid,True,True,nonlinear,30,2
0,2080,0,0,0,0.2,2,2,sigmoid,True,True,nonlinear,30,2
1,2080,0,0,0,0.2,2,4,sigmoid,True,True,nonlinear,30,2
2,2080,0,0,0,0.2,2,6,sigmoid,True,True,nonlinear,30,2
3,2080,0,0,0,0.5,2,2,sigmoid,True,True,nonlinear,30,2
4,2080,0,0,0,0.5,2,4,sigmoid,True,True,nonlinear,30,2
5,2080,0,0,0,0.5,2,6,sigmoid,True,True,nonlinear,30,2
6,2080,0,0,0,0.8,2,2,sigmoid,True,True,nonlinear,30,2
7,2080,0,0,0,0.8,2,4,sigmoid,True,True,nonlinear,30,2
8,2080,0,0,0,0.8,2,6,sigmoid,True,True,nonlinear,30,2
9,2080,0,0,0,1.5,2,2,sigmoid,True,True,nonlinear,30,2
10,2080,0,0,0,1.5,2,4,sigmoid,True,True,nonlinear,30,2
11,2080,0,0,0,1.5,2,6,sigmoid,True,True,nonlinear,30,2
12,2080,0,0,0,0.2,5,2,sigmoid,True,True,nonlinear,30,2
13,2080,0,0,0,0.2,5,4,sigmoid,True,True,nonlinear,30,2
14,2080,0,0,0,0.2,5,6,sigmoid,True,True,nonlinear,30,2
15,2080,0,0,0,0.5,5,2,sigmoid,True,True,nonlinear,30,2
16,2080,0,0,0,0.5,5,4,sigmoid,True,True,nonlinear,30,2
17,2080,0,0,0,0.5,5,6,sigmoid,True,True,nonlinear,30,2
18,2080,0,0,0,0.8,5,2,sigmoid,True,True,nonlinear,30,2
19,2080,0,0,0,0.8,5,4,sigmoid,True,True,nonlinear,30,2
20,2080,0,0,0,0.8,5,6,sigmoid,True,True,nonlinear,30,2
21,2080,0,0,0,1.5,5,2,sigmoid,True,True,nonlinear,30,2
22,2080,0,0,0,1.5,5,4,sigmoid,True,True,nonlinear,30,2
23,2080,0,0,0,1.5,5,6,sigmoid,True,True,nonlinear,30,2
0,2083,0,0,0,0.2,2,2,sigmoid,True,True,nonlinear,30,2
1,2083,0,0,0,0.2,2,4,sigmoid,True,True,nonlinear,30,2
2,2083,0,0,0,0.2,2,6,sigmoid,True,True,nonlinear,30,2
3,2083,0,0,0,0.5,2,2,sigmoid,True,True,nonlinear,30,2
4,2083,0,0,0,0.5,2,4,sigmoid,True,True,nonlinear,30,2
5,2083,0,0,0,0.5,2,6,sigmoid,True,True,nonlinear,30,2
6,2083,0,0,0,0.8,2,2,sigmoid,True,True,nonlinear,30,2
7,2083,0,0,0,0.8,2,4,sigmoid,True,True,nonlinear,30,2
8,2083,0,0,0,0.8,2,6,sigmoid,True,True,nonlinear,30,2
